Frame,Sub Frame,"Difference Between Positions - Unlabeled Track (4)➞Unlabeled Track (3)",,
555686,0,"0.346417","119.424","-1.08497"
555687,0,"0.362227","119.413","-1.05492"
555688,0,"0.603573","119.967","0.135532"
555689,0,"0.598319","119.982","0.136957"
555690,0,"0.580523","119.947","0.0659892"
555691,0,"0.426002","119.425","-0.915863"
555692,0,"0.347699","119.423","-1.03463"
555693,0,"0.344768","119.418","-1.0309"
555694,0,"0.586161","119.93","0.0451399"
555695,0,"0.603502","119.957","0.133191"
555696,0,"0.436721","119.442","-0.865351"
555697,0,"0.389547","119.47","-0.90514"
555698,0,"0.374929","119.417","-0.962643"
555699,0,"0.378183","119.39","-1.03549"
555700,0,"0.424207","119.462","-0.84826"
555701,0,"0.585182","119.944","0.0880138"
555702,0,"0.523123","119.492","-0.570504"
555703,0,"0.435244","119.447","-0.838024"
555704,0,"0.584099","119.952","0.102506"
555705,0,"0.366584","119.421","-0.992805"
555706,0,"0.577341","119.977","0.107112"
555707,0,"0.588143","119.957","0.0593572"
555708,0,"0.702214","120.01","0.394565"
555709,0,"0.333667","119.432","-1.05884"
555710,0,"0.567678","119.965","0.109757"
555711,0,"0.339146","119.452","-0.988015"
555712,0,"0.513933","119.48","-0.601834"
555713,0,"0.43124","119.451","-0.834177"
555714,0,"0.573564","119.971","0.093211"
555715,0,"0.337864","119.395","-1.04446"
555716,0,"0.528972","119.958","0.0254455"
555717,0,"0.332852","119.429","-1.00682"
555718,0,"0.458722","119.453","-0.830664"
555719,0,"0.502312","119.463","-0.626295"
555720,0,"0.572753","119.971","0.0898661"
555721,0,"0.434632","119.41","-0.875135"
555722,0,"0.35608","119.426","-0.995314"
555723,0,"0.34833","119.439","-0.993082"
555724,0,"0.573066","119.943","0.0697759"
555725,0,"0.433454","119.451","-0.871323"
555726,0,"0.70123","120.006","0.447457"
555727,0,"0.433336","119.422","-0.880763"
555728,0,"0.362374","119.457","-0.864421"
555729,0,"0.510411","119.965","-0.00368848"
555730,0,"0.602901","119.961","0.163151"
555731,0,"0.563335","119.934","0.00810881"
555732,0,"0.426173","119.455","-0.816759"
555733,0,"0.337078","119.434","-1.02331"
555734,0,"0.5766","119.953","0.102329"
555735,0,"0.347819","119.437","-0.996707"
555736,0,"0.394714","119.456","-0.890469"
555737,0,"0.619013","119.991","0.253711"
555738,0,"0.699363","120.007","0.391701"
555739,0,"0.516325","119.95","-0.0370114"
555740,0,"0.425122","119.423","-0.924452"
555741,0,"0.364174","119.441","-0.954808"
555742,0,"0.437578","119.441","-0.879603"
555743,0,"0.577109","119.957","0.101982"
555744,0,"0.587431","119.951","0.0683024"
555745,0,"0.433255","119.462","-0.843684"
555746,0,"0.340832","119.418","-1.00814"
555747,0,"0.350443","119.42","-1.03949"
555748,0,"0.582826","119.967","0.133015"
555749,0,"0.431851","119.471","-0.855461"
555750,0,"0.564057","119.963","0.0716402"
555751,0,"0.433448","119.433","-0.856172"
555752,0,"0.361833","119.399","-1.02189"
555753,0,"0.34891","119.426","-1.04662"
555754,0,"0.446294","119.44","-0.840582"
555755,0,"0.434346","119.421","-0.936853"
555756,0,"0.563472","119.959","0.0452369"
555757,0,"0.41122","119.431","-0.951441"
555758,0,"0.307526","119.433","-1.05089"
555759,0,"0.344704","119.433","-1.03744"
555760,0,"0.434036","119.447","-0.836285"
555761,0,"0.584259","119.959","0.0799671"
555762,0,"0.50951","119.451","-0.665336"
555763,0,"0.421831","119.443","-0.884887"
555764,0,"0.371658","119.427","-0.969415"
555765,0,"0.364626","119.424","-0.973109"
555766,0,"0.447878","119.453","-0.842309"
555767,0,"0.531211","119.967","0.00746594"
555768,0,"0.509858","119.971","-0.0190074"
555769,0,"0.357408","119.473","-0.910538"
555770,0,"0.423424","119.447","-0.840248"
555771,0,"0.400757","119.435","-0.906172"
555772,0,"0.568364","119.959","0.0927948"
555773,0,"0.43603","119.446","-0.853012"
555774,0,"0.589374","119.953","0.0742484"
555775,0,"0.419569","119.448","-0.879927"
555776,0,"0.343538","119.449","-1.02993"
555777,0,"0.344931","119.427","-1.03408"
555778,0,"0.498573","119.977","-0.0649803"
555779,0,"0.383937","119.467","-0.903445"
555780,0,"0.549778","119.954","0.0600233"
555781,0,"0.34042","119.427","-1.0361"
555782,0,"0.380568","119.419","-0.961375"
555783,0,"0.324309","119.422","-1.02236"
555784,0,"0.58817","119.966","0.157007"
555785,0,"0.417586","119.462","-0.858371"
555786,0,"0.419825","119.436","-0.875769"
555787,0,"0.383282","119.411","-0.984882"
555788,0,"0.480461","119.915","-0.138488"
555789,0,"0.358346","119.43","-0.988711"
555790,0,"0.580631","119.962","0.103974"
555791,0,"0.574803","119.943","0.0520826"
555792,0,"0.582147","119.967","0.133679"
555793,0,"0.445996","119.421","-0.902182"
555794,0,"0.360749","119.422","-0.969897"
555795,0,"0.349883","119.427","-0.996084"
555796,0,"0.444018","119.446","-0.858292"
555797,0,"0.452156","119.428","-0.871895"
555798,0,"0.46066","119.438","-0.848907"
555799,0,"0.473606","119.428","-0.851204"
555800,0,"0.352547","119.435","-1.00637"
555801,0,"0.36713","119.459","-0.923381"
555802,0,"0.424679","119.45","-0.851684"
555803,0,"0.444479","119.448","-0.82616"
555804,0,"0.463574","119.467","-0.846923"
555805,0,"0.479995","119.42","-0.803398"
555806,0,"0.461623","119.424","-0.80352"
555807,0,"0.333106","119.421","-1.00447"
555808,0,"0.343987","119.454","-1.00918"
555809,0,"0.518049","119.965","-0.00972934"
555810,0,"0.409592","119.462","-0.908558"
555811,0,"0.326445","119.41","-1.04315"
555812,0,"0.512213","119.938","-0.0638219"
555813,0,"0.346105","119.424","-1.01998"
555814,0,"0.507358","119.474","-0.622528"
555815,0,"0.439808","119.451","-0.856328"
555816,0,"0.588221","119.966","0.123452"
555817,0,"0.340724","119.421","-1.04708"
555818,0,"0.374407","119.424","-0.970427"
555819,0,"0.35117","119.435","-0.956994"
555820,0,"0.580208","119.963","0.0502834"
555821,0,"0.570072","119.987","0.0944094"
555822,0,"0.441395","119.437","-0.865274"
555823,0,"0.426813","119.456","-0.842538"
555824,0,"0.401028","119.396","-0.955251"
555825,0,"0.369911","119.438","-0.991864"
555826,0,"0.57254","119.961","0.0849396"
555827,0,"0.410841","119.466","-0.836469"
555828,0,"0.578587","119.962","0.0675851"
555829,0,"0.38203","119.441","-0.955638"
555830,0,"0.363288","119.435","-0.964225"
555831,0,"0.441355","119.422","-0.87123"
555832,0,"0.604662","119.953","0.0980124"
555833,0,"0.600198","119.95","0.106955"
555834,0,"0.408659","119.449","-0.911239"
555835,0,"0.433401","119.435","-0.894726"
555836,0,"0.514884","119.949","-0.0447718"
555837,0,"0.379299","119.455","-0.943762"
555838,0,"0.593908","119.961","0.104429"
555839,0,"0.442493","119.461","-0.838405"
555840,0,"0.41058","119.438","-0.860943"
555841,0,"0.364718","119.426","-0.972436"
555842,0,"0.38969","119.41","-0.989098"
555843,0,"0.386683","119.418","-0.961302"
555844,0,"0.717219","119.999","0.423401"
555845,0,"0.418211","119.464","-0.855822"
555846,0,"0.438609","119.473","-0.809453"
555847,0,"0.520279","119.958","-0.0270141"
555848,0,"0.349606","119.443","-1.01364"
555849,0,"0.339802","119.437","-1.01517"
555850,0,"0.581531","119.964","0.0556418"
555851,0,"0.584782","119.957","0.0574519"
555852,0,"0.406814","119.431","-0.931568"
555853,0,"0.45206","119.438","-0.821672"
555854,0,"0.350734","119.416","-0.969312"
555855,0,"0.356118","119.424","-1.01685"
555856,0,"0.573926","119.961","0.0940166"
555857,0,"0.544573","119.455","-0.615407"
555858,0,"0.579855","119.944","0.0746945"
555859,0,"0.512708","119.947","-0.04498"
555860,0,"0.341767","119.418","-0.996134"
555861,0,"0.346277","119.415","-1.01614"
555862,0,"0.586492","119.946","0.0594134"
555863,0,"0.418339","119.441","-0.881952"
555864,0,"0.592362","119.95","0.0653904"
555865,0,"0.336273","119.423","-1.01595"
555866,0,"0.343037","119.433","-1.01145"
555867,0,"0.501939","119.949","-0.0240272"
555868,0,"0.578388","119.95","0.0877819"
555869,0,"0.423314","119.466","-0.856313"
555870,0,"0.423624","119.447","-0.872773"
555871,0,"0.330333","119.433","-1.02899"
555872,0,"0.387787","119.438","-0.924576"
555873,0,"0.365677","119.422","-1.02124"
555874,0,"0.442189","119.438","-0.858182"
555875,0,"0.480926","119.456","-0.788789"
555876,0,"0.49197","119.464","-0.772642"
555877,0,"0.422846","119.454","-0.867927"
555878,0,"0.360921","119.423","-1.02008"
555879,0,"0.352016","119.456","-1.00812"
555880,0,"0.439675","119.46","-0.852082"
555881,0,"0.59184","119.962","0.0769604"
555882,0,"0.404348","119.436","-0.913367"
555883,0,"0.349091","119.421","-1.01306"
555884,0,"0.415731","119.425","-0.875333"
555885,0,"0.369242","119.431","-0.995478"
555886,0,"0.594187","119.941","0.0605078"
555887,0,"0.438553","119.442","-0.860816"
555888,0,"0.57636","119.948","0.0557197"
555889,0,"0.340283","119.41","-1.03673"
555890,0,"0.345529","119.443","-0.994975"
555891,0,"0.332441","119.427","-1.06836"
555892,0,"0.560012","119.962","0.0629966"
555893,0,"0.578689","119.937","-0.0167697"
555894,0,"0.571776","119.962","0.0630703"
555895,0,"0.432615","119.453","-0.809465"
555896,0,"0.409767","119.397","-0.930951"
555897,0,"0.344838","119.44","-0.956792"
555898,0,"0.400291","119.425","-0.914603"
555899,0,"0.419615","119.461","-0.878861"
555900,0,"0.576508","119.968","0.068306"
555901,0,"0.32711","119.453","-0.988773"
555902,0,"0.358098","119.414","-1.03416"
555903,0,"0.347407","119.43","-1.04764"
555904,0,"0.598471","119.972","0.117921"
555905,0,"0.414298","119.459","-0.868766"
555906,0,"0.411757","119.456","-0.842254"
555907,0,"0.319034","119.419","-1.02953"
555908,0,"0.5047","119.95","-0.00311951"
555909,0,"0.346511","119.433","-0.98264"
555910,0,"0.585324","119.961","0.0877397"
555911,0,"0.384431","119.437","-0.917081"
555912,0,"0.564635","119.967","0.0964136"
555913,0,"0.328526","119.437","-1.03108"
555914,0,"0.418529","119.463","-0.818137"
555915,0,"0.340599","119.437","-1.00678"
555916,0,"0.448645","119.435","-0.880526"
555917,0,"0.456734","119.462","-0.823168"
555918,0,"0.446574","119.418","-0.856487"
555919,0,"0.372143","119.439","-0.960637"
555920,0,"0.583987","119.961","0.110792"
555921,0,"0.502379","119.931","-0.0440972"
555922,0,"0.514622","119.943","-0.0654661"
555923,0,"0.415999","119.459","-0.895163"
555924,0,"0.575838","119.942","0.0838955"
555925,0,"0.431275","119.455","-0.86177"
555926,0,"0.429168","119.43","-0.86388"
555927,0,"0.523635","119.938","-0.00890468"
555928,0,"0.493969","119.956","-0.0343617"
555929,0,"0.430173","119.469","-0.826758"
555930,0,"0.433766","119.44","-0.856855"
555931,0,"0.330387","119.43","-1.01963"
555932,0,"0.357659","119.43","-0.946178"
555933,0,"0.346237","119.435","-1.0073"
555934,0,"0.570736","119.962","0.107508"
555935,0,"0.597319","119.984","0.137296"
555936,0,"0.412929","119.45","-0.857577"
555937,0,"0.413469","119.415","-0.92475"
555938,0,"0.358216","119.435","-0.992723"
555939,0,"0.335899","119.411","-1.0674"
555940,0,"0.495434","119.973","-0.0459111"
555941,0,"0.581131","119.96","0.0868825"
555942,0,"0.453999","119.429","-0.888388"
555943,0,"0.401307","119.44","-0.899622"
555944,0,"0.379874","119.439","-0.914018"
555945,0,"0.368257","119.399","-1.00538"
555946,0,"0.4497","119.454","-0.864757"
555947,0,"0.455417","119.459","-0.806516"
555948,0,"0.571676","119.947","0.0878486"
555949,0,"0.443378","119.454","-0.850728"
555950,0,"0.353962","119.419","-0.995612"
555951,0,"0.335618","119.407","-1.07713"
555952,0,"0.506038","119.96","-0.048297"
555953,0,"0.563042","119.943","0.061302"
555954,0,"0.423476","119.453","-0.85201"
555955,0,"0.593093","119.95","0.0736063"
555956,0,"0.415123","119.41","-0.926754"
555957,0,"0.496687","119.94","-0.0449158"
555958,0,"0.590318","119.942","0.0438593"
555959,0,"0.427496","119.449","-0.898509"
555960,0,"0.581671","119.937","0.0539677"
555961,0,"0.357863","119.429","-0.983109"
555962,0,"0.363972","119.418","-1.0374"
555963,0,"0.51077","119.946","-0.046344"
555964,0,"0.416195","119.457","-0.899565"
555965,0,"0.423665","119.423","-0.90537"
555966,0,"0.597123","119.97","0.130869"
555967,0,"0.421997","119.457","-0.83582"
555968,0,"0.34039","119.448","-0.966954"
555969,0,"0.350097","119.405","-1.04406"
555970,0,"0.573994","119.963","0.0618587"
555971,0,"0.356129","119.464","-0.965006"
555972,0,"0.578636","119.971","0.0810399"
555973,0,"0.494633","119.953","-0.0891145"
555974,0,"0.354862","119.443","-1.02361"
555975,0,"0.376019","119.442","-0.940855"
555976,0,"0.447734","119.444","-0.851537"
555977,0,"0.424304","119.448","-0.885752"
555978,0,"0.565289","119.95","0.0583842"
555979,0,"0.362765","119.45","-0.934407"
555980,0,"0.351414","119.408","-1.00173"
555981,0,"0.434565","119.405","-0.89918"
555982,0,"0.409129","119.43","-0.93137"
555983,0,"0.571178","119.964","0.0572698"
555984,0,"0.420792","119.459","-0.867136"
555985,0,"0.459471","119.443","-0.813335"
555986,0,"0.327469","119.394","-1.08094"
555987,0,"0.423489","119.423","-0.923325"
555988,0,"0.411605","119.423","-0.901131"
555989,0,"0.522443","119.482","-0.575489"
555990,0,"0.562994","119.971","0.0961824"
555991,0,"0.438223","119.448","-0.801328"
555992,0,"0.352939","119.424","-1.00204"
555993,0,"0.349074","119.432","-1.00488"
555994,0,"0.414186","119.46","-0.883779"
555995,0,"0.596091","119.969","0.116761"
555996,0,"0.701666","120.008","0.358517"
555997,0,"0.434854","119.451","-0.850966"
555998,0,"0.562747","119.944","0.0764355"
555999,0,"0.412742","119.425","-0.915564"
556000,0,"0.586379","119.968","0.107981"
556001,0,"0.589711","119.953","0.0329959"
556002,0,"0.695292","120.008","0.398601"
556003,0,"0.348886","119.445","-0.996475"
556004,0,"0.33351","119.431","-1.00251"
556005,0,"0.338524","119.434","-1.01351"
556006,0,"0.572979","119.938","0.0446242"
556007,0,"0.443986","119.462","-0.823341"
556008,0,"0.421787","119.441","-0.869819"
556009,0,"0.451701","119.434","-0.855241"
556010,0,"0.336866","119.419","-1.05386"
556011,0,"0.38952","119.399","-1.01679"
556012,0,"0.470195","119.431","-0.842862"
556013,0,"0.583916","119.948","0.0971367"
556014,0,"0.522158","119.438","-0.685641"
556015,0,"0.390537","119.424","-0.922969"
556016,0,"0.339886","119.418","-1.03513"
556017,0,"0.363814","119.434","-1.00352"
556018,0,"0.555982","119.967","0.0877863"
556019,0,"0.573897","119.943","0.047074"
556020,0,"0.590203","119.951","0.0983633"
556021,0,"0.454907","119.446","-0.839314"
556022,0,"0.344129","119.417","-1.0354"
556023,0,"0.360812","119.427","-0.984284"
556024,0,"0.590894","119.967","0.0517593"
556025,0,"0.405062","119.429","-0.954334"
556026,0,"0.435273","119.433","-0.916447"
556027,0,"0.381209","119.43","-0.976297"
556028,0,"0.361538","119.424","-1.03184"
556029,0,"0.454549","119.402","-0.923339"
556030,0,"0.426586","119.439","-0.90652"
556031,0,"0.414562","119.435","-0.895904"
556032,0,"0.579379","119.953","0.0998434"
556033,0,"0.337365","119.436","-1.05117"
556034,0,"0.50891","119.958","-0.0191773"
556035,0,"0.331995","119.422","-1.05008"
556036,0,"0.57998","119.955","0.0916777"
556037,0,"0.42052","119.455","-0.891625"
556038,0,"0.578256","119.969","0.0812813"
556039,0,"0.434026","119.444","-0.832678"
556040,0,"0.330412","119.418","-1.06247"
556041,0,"0.365083","119.429","-1.00491"
556042,0,"0.569227","119.949","0.077682"
556043,0,"0.451261","119.461","-0.829787"
556044,0,"0.688942","119.993","0.360852"
556045,0,"0.57037","119.958","0.0463194"
556046,0,"0.343312","119.425","-1.01513"
556047,0,"0.353717","119.425","-1.01412"
556048,0,"0.609521","119.962","0.0818947"
556049,0,"0.404976","119.446","-0.903717"
556050,0,"0.563573","119.968","0.0310398"
556051,0,"0.588444","119.957","0.121334"
556052,0,"0.36213","119.426","-1.01288"
556053,0,"0.348803","119.425","-0.997401"
556054,0,"0.559151","119.967","0.110195"
556055,0,"0.405079","119.454","-0.883997"
556056,0,"0.440147","119.451","-0.848429"
556057,0,"0.364877","119.412","-1.02359"
556058,0,"0.352097","119.406","-1.05403"
556059,0,"0.391489","119.429","-0.964217"
556060,0,"0.603186","119.95","0.0864677"
556061,0,"0.59818","119.942","0.00908228"
556062,0,"0.614174","119.982","0.193429"
556063,0,"0.437759","119.45","-0.896419"
556064,0,"0.522663","119.944","-0.0319748"
556065,0,"0.572935","119.956","0.0755227"
556066,0,"0.588053","119.968","0.0336036"
556067,0,"0.569087","119.961","0.0441431"
556068,0,"0.595617","119.987","0.109714"
556069,0,"0.420039","119.443","-0.893236"
556070,0,"0.525927","119.956","-0.0154234"
556071,0,"0.464281","119.449","-0.804211"
556072,0,"0.421996","119.465","-0.862279"
556073,0,"0.590636","119.946","0.00862124"
556074,0,"0.578382","119.961","0.0215457"
556075,0,"0.584142","119.957","0.0671614"
556076,0,"0.380939","119.443","-0.985584"
556077,0,"0.447302","119.45","-0.826736"
556078,0,"0.410994","119.458","-0.900634"
556079,0,"0.430341","119.439","-0.892446"
556080,0,"0.40219","119.428","-0.909723"
556081,0,"0.398376","119.427","-0.84391"
556082,0,"0.350867","119.397","-1.01177"
556083,0,"0.366965","119.415","-1.01387"
556084,0,"0.589595","119.961","0.087897"
556085,0,"0.420429","119.406","-0.92605"
556086,0,"0.437389","119.449","-0.831228"
556087,0,"0.595816","119.949","0.127676"
556088,0,"0.35136","119.44","-1.00953"
556089,0,"0.418442","119.425","-0.897137"
556090,0,"0.42969","119.446","-0.876982"
556091,0,"0.437764","119.441","-0.907696"
556092,0,"0.425999","119.447","-0.893978"
556093,0,"0.350475","119.474","-0.952166"
556094,0,"0.393318","119.44","-0.912341"
556095,0,"0.369765","119.43","-0.955752"
556096,0,"0.409915","119.439","-0.892094"
556097,0,"0.58715","119.962","0.0692457"
556098,0,"0.594209","119.982","0.137099"
556099,0,"0.452065","119.434","-0.843719"
556100,0,"0.353169","119.432","-1.01256"
556101,0,"0.429734","119.431","-0.884604"
556102,0,"0.58736","119.962","0.088979"
556103,0,"0.589203","119.96","0.0667129"
556104,0,"0.44299","119.485","-0.828045"
556105,0,"0.373763","119.439","-0.965202"
556106,0,"0.420381","119.431","-0.922335"
556107,0,"0.442662","119.442","-0.84594"
556108,0,"0.425805","119.459","-0.93401"
556109,0,"0.614424","119.948","0.14738"
556110,0,"0.57064","119.948","0.0319045"
556111,0,"0.353049","119.416","-1.00362"
556112,0,"0.426089","119.44","-0.823869"
556113,0,"0.3612","119.422","-0.96045"
556114,0,"0.423658","119.451","-0.848877"
556115,0,"0.580035","119.952","0.0936383"
556116,0,"0.569658","119.965","0.0566888"
556117,0,"0.445903","119.426","-0.843094"
556118,0,"0.348164","119.446","-0.933208"
556119,0,"0.346802","119.442","-0.996164"
556120,0,"0.580938","119.944","0.108523"
556121,0,"0.571139","119.948","0.0954041"
556122,0,"0.57588","119.952","0.0789114"
556123,0,"0.566963","119.951","0.0707969"
556124,0,"0.343897","119.425","-1.00816"
556125,0,"0.326303","119.427","-1.05587"
556126,0,"0.425132","119.458","-0.863596"
556127,0,"0.702517","119.981","0.404722"
556128,0,"0.565617","119.945","0.0432976"
556129,0,"0.413974","119.423","-0.915925"
556130,0,"0.431882","119.403","-0.875691"
556131,0,"0.363911","119.471","-0.969459"
556132,0,"0.435272","119.44","-0.918049"
556133,0,"0.451378","119.448","-0.828763"
556134,0,"0.569411","119.946","0.0475086"
556135,0,"0.322264","119.41","-1.09086"
556136,0,"0.341087","119.417","-1.04587"
556137,0,"0.355362","119.42","-1.03412"
556138,0,"0.5744","119.954","0.059051"
556139,0,"0.408362","119.403","-0.98529"
556140,0,"0.587728","119.945","0.038657"
556141,0,"0.51941","119.942","-0.0418057"
556142,0,"0.369287","119.44","-0.995375"
556143,0,"0.355752","119.431","-0.931108"
556144,0,"0.582316","119.966","0.0742941"
556145,0,"0.410005","119.426","-0.92148"
556146,0,"0.432841","119.43","-0.871031"
556147,0,"0.402557","119.414","-0.921627"
556148,0,"0.344621","119.442","-0.976527"
556149,0,"0.522074","119.948","-0.00641235"
556150,0,"0.407537","119.45","-0.880046"
556151,0,"0.613398","119.961","0.0916865"
556152,0,"0.409003","119.438","-0.887402"
556153,0,"0.430832","119.454","-0.850048"
556154,0,"0.340952","119.418","-1.06071"
556155,0,"0.331853","119.434","-1.00385"
556156,0,"0.584207","119.956","0.0880011"
556157,0,"0.441857","119.434","-0.906942"
556158,0,"0.41591","119.443","-0.858188"
556159,0,"0.56639","119.926","0.0434991"
556160,0,"0.426813","119.403","-0.839598"
556161,0,"0.366246","119.433","-0.909139"
556162,0,"0.423666","119.439","-0.861135"
556163,0,"0.563462","119.963","0.0782049"
556164,0,"0.584953","119.953","0.0937354"
556165,0,"0.486591","119.922","-0.0794367"
556166,0,"0.359882","119.429","-1.03743"
556167,0,"0.404989","119.405","-0.935126"
556168,0,"0.573223","119.968","0.086319"
556169,0,"0.579993","119.967","0.10117"
556170,0,"0.587179","119.962","0.0871126"
556171,0,"0.419339","119.464","-0.834354"
556172,0,"0.34276","119.449","-0.951566"
556173,0,"0.361446","119.421","-0.957197"
556174,0,"0.587433","119.95","0.0829175"
556175,0,"0.581418","119.945","0.0435249"
556176,0,"0.330927","119.44","-1.06615"
556177,0,"0.609809","119.944","0.141795"
556178,0,"0.333442","119.443","-0.996532"
556179,0,"0.354494","119.413","-1.00682"
556180,0,"0.446799","119.443","-0.781533"
556181,0,"0.597683","119.94","0.107657"
556182,0,"0.568661","119.943","0.0640109"
556183,0,"0.580878","119.933","0.0719952"
556184,0,"0.516758","119.93","-0.0642082"
556185,0,"0.324779","119.408","-1.06625"
556186,0,"0.501623","119.939","-0.0379338"
556187,0,"0.578714","119.947","0.085519"
556188,0,"0.419312","119.443","-0.895341"
556189,0,"0.514205","119.941","-0.0209369"
556190,0,"0.363477","119.411","-0.99941"
556191,0,"0.499447","119.937","0.00505588"
556192,0,"0.587718","119.972","0.149348"
556193,0,"0.565356","119.971","0.09587"
556194,0,"0.414038","119.434","-0.885857"
556195,0,"0.368894","119.421","-0.990948"
556196,0,"0.357459","119.403","-1.02686"
556197,0,"0.358674","119.412","-1.02279"
556198,0,"0.600326","119.965","0.131447"
556199,0,"0.577155","119.955","0.0895638"
556200,0,"0.583435","119.977","0.133336"
556201,0,"0.596771","119.971","0.117616"
556202,0,"0.519791","119.96","-0.00420511"
556203,0,"0.330533","119.43","-0.983443"
556204,0,"0.352212","119.426","-0.978637"
556205,0,"0.50978","119.442","-0.662596"
556206,0,"0.438902","119.438","-0.850985"
556207,0,"0.519998","119.939","0.000237128"
556208,0,"0.508877","119.933","-0.0534748"
556209,0,"0.362138","119.393","-1.01409"
556210,0,"0.420147","119.429","-0.889816"
556211,0,"0.602414","119.933","0.107047"
556212,0,"0.595645","119.951","0.0759526"
556213,0,"0.396524","119.412","-0.949924"
556214,0,"0.363682","119.414","-0.936174"
556215,0,"0.340979","119.391","-1.03948"
556216,0,"0.427122","119.425","-0.878994"
556217,0,"0.580874","119.942","0.0475639"
556218,0,"0.591653","119.94","0.0609667"
556219,0,"0.34166","119.442","-0.985794"
556220,0,"0.370576","119.445","-0.914584"
556221,0,"0.314413","119.419","-1.0565"
556222,0,"0.414198","119.448","-0.878305"
556223,0,"0.590731","119.963","0.0905237"
556224,0,"0.56074","119.953","0.112683"
556225,0,"0.377571","119.422","-1.01036"
556226,0,"0.380027","119.397","-1.01591"
556227,0,"0.444529","119.425","-0.825495"
556228,0,"0.432396","119.449","-0.875366"
556229,0,"0.579437","119.946","0.0124538"
556230,0,"0.417276","119.461","-0.92366"
556231,0,"0.364042","119.469","-0.968027"
556232,0,"0.337788","119.418","-1.04109"
556233,0,"0.364081","119.435","-1.00139"
556234,0,"0.590016","119.971","0.0701185"
556235,0,"0.589442","119.93","0.0236484"
556236,0,"0.602583","119.95","0.0949708"
556237,0,"0.372558","119.473","-0.958221"
556238,0,"0.372926","119.426","-0.99134"
556239,0,"0.504314","119.951","-0.0536208"
556240,0,"0.589481","119.944","0.0904737"
556241,0,"0.579099","119.954","0.0867912"
556242,0,"0.409856","119.438","-0.911045"
556243,0,"0.399302","119.449","-0.868323"
556244,0,"0.351074","119.4","-1.01"
556245,0,"0.383828","119.423","-0.945356"
556246,0,"0.561482","119.972","0.0861442"
556247,0,"0.51918","119.955","-0.0152367"
556248,0,"0.526205","119.948","-0.0134602"
556249,0,"0.501841","119.944","-0.0494848"
556250,0,"0.336812","119.414","-1.00286"
556251,0,"0.357373","119.433","-0.962052"
556252,0,"0.582656","119.964","0.115727"
556253,0,"0.586815","119.956","0.07217"
556254,0,"0.432861","119.434","-0.88267"
556255,0,"0.358463","119.454","-0.948257"
556256,0,"0.352133","119.414","-1.01284"
556257,0,"0.509626","119.949","0.00640539"
556258,0,"0.583888","119.972","0.104924"
556259,0,"0.564827","119.947","0.0595917"
556260,0,"0.602362","119.966","0.146524"
556261,0,"0.606607","119.971","0.128913"
556262,0,"0.520635","119.943","-0.0323902"
556263,0,"0.532155","119.962","0.00202381"
556264,0,"0.42472","119.467","-0.827041"
556265,0,"0.562186","119.98","0.0514522"
556266,0,"0.706836","119.991","0.387733"
556267,0,"0.380629","119.441","-0.938141"
556268,0,"0.343808","119.426","-0.986931"
556269,0,"0.360968","119.424","-0.984726"
556270,0,"0.443189","119.452","-0.865309"
556271,0,"0.423201","119.431","-0.913033"
556272,0,"0.34821","119.431","-1.02305"
556273,0,"0.594682","119.952","0.135381"
556274,0,"0.315603","119.388","-1.10154"
556275,0,"0.353102","119.412","-1.03246"
556276,0,"0.412691","119.461","-0.855158"
556277,0,"0.451719","119.458","-0.787251"
556278,0,"0.316228","119.47","-1.0083"
556279,0,"0.365352","119.469","-0.945715"
556280,0,"0.382168","119.426","-0.94074"
556281,0,"0.409624","119.444","-0.868285"
556282,0,"0.47308","119.456","-0.8006"
556283,0,"0.494872","119.98","-0.00925047"
556284,0,"0.575794","119.974","0.124297"
556285,0,"0.412715","119.446","-0.913234"
556286,0,"0.373009","119.444","-0.934713"
556287,0,"0.361465","119.447","-0.982659"
